	album	artist	time	track
328	Room+To+Move+1969-1974	California	2016-12-01 22:46:00	John Mayall
329	Blue	California	2016-12-01 22:56:00	Joni Mitchell
330	Bewitched	California (All The Way)	2016-12-01 23:00:00	Luna
331	Dickey+Betts+&+Great+Southern	California Blues	2016-12-01 23:04:00	Dickey Betts & Great Southern
332	Summer+Days+(And+Summer+Nights!!)	California Girls	2016-12-01 23:10:00	The Beach Boys
333	Heaven+Tonight	California Man	2016-12-01 23:13:00	Cheap Trick
334	Mermaid+Avenue	California Stars	2016-12-01 23:17:00	Billy Bragg & Wilco
335	Mermaid+Avenue	California Stars	2016-12-01 23:17:00	Billy Bragg & Wilco
336	Californication	Californication	2016-12-01 23:20:00	Red Hot Chili Peppers
337	Half+the+City	Call Me	2016-12-01 23:27:00	St. Paul & The Broken Bones
338	Naturally	Call Me the Breeze	2016-12-01 23:29:00	J. J. Cale
339	Second+Helping	Call Me the Breeze	2016-12-01 23:32:00	Lynyrd Skynyrd
340	His+Band+And+The+Street+Choir	Call Me Up In Dreamland	2016-12-01 23:37:00	Van Morrison
341	Side+Pony	Call Off Your Dogs	2016-12-01 23:41:00	Lake Street Dive
342	When+I+Was+A+Boy	Calling All Angels	2016-12-01 23:46:00	Jane Siberry
343	My+Private+Nation	Calling All Angels	2016-12-01 23:51:00	Train
344	Come+Back+as+Rain	Calling Me Names	2016-12-01 23:56:00	Good Old War
